edge_id,u,v,key,length,highway_type,speed_limit,num_lanes,has_cycleway,has_bike_lane,is_oneway,has_name,num_points,sinuosity,accident_count,has_accident,risk_from_accidents,calculated_risk_score,risk_category
340147887_340147945_0,340147887,340147945,0,49.987,residential,50,1,0,0,1,1,2,1.0,0,0,bajo,0.44000000000000006,medio
340147887_8375271484_0,340147887,8375271484,0,5.93,primary,50,2,0,0,1,1,2,1.0,0,0,bajo,0.64,alto
340147890_800825269_0,340147890,800825269,0,98.077,residential,50,1,0,0,1,1,2,1.0,0,0,bajo,0.44000000000000006,medio
340147928_800825411_0,340147928,800825411,0,98.049,residential,40,1,0,0,1,1,2,1.0,0,0,bajo,0.32000000000000006,medio
340147928_340147890_0,340147928,340147890,0,75.141,residential,50,1,0,0,1,1,2,1.0,0,0,bajo,0.44000000000000006,medio
340147936_8374929998_0,340147936,8374929998,0,32.574,residential,40,1,0,0,1,1,2,1.0,0,0,bajo,0.32000000000000006,medio
340147938_8371097622_0,340147938,8371097622,0,31.281,residential,50,2,0,0,1,1,2,1.0,0,0,bajo,0.44000000000000006,medio
340147938_8374930007_0,340147938,8374930007,0,81.79,residential,40,1,0,0,1,1,2,1.0,0,0,bajo,0.32000000000000006,medio
340147944_800823499_0,340147944,800823499,0,90.01,residential,50,1,0,0,1,1,2,1.0,0,0,bajo,0.44000000000000006,medio
340147944_340147773_0,340147944,340147773,0,79.735,secondary,50,4,0,0,1,1,2,1.0,0,0,bajo,0.56,medio
340147945_800822788_0,340147945,800822788,0,96.167,residential,50,1,0,0,1,1,2,1.0,0,0,bajo,0.44000000000000006,medio
340147947_800823575_0,340147947,800823575,0,88.035,residential,50,1,0,0,1,1,2,1.0,0,0,bajo,0.44000000000000006,medio
340147947_340147944_0,340147947,340147944,0,95.049,secondary,50,4,0,0,1,1,2,1.0,0,0,bajo,0.56,medio
340147947_11627219281_0,340147947,11627219281,0,3.861,pedestrian,50,1,0,0,0,0,2,1.0,0,0,bajo,0.56,medio
340147952_800823159_0,340147952,800823159,0,93.503,residential,40,1,0,0,1,1,2,1.0,0,0,bajo,0.32000000000000006,medio
340147952_8374929990_0,340147952,8374929990,0,61.979,secondary,50,4,0,0,1,1,2,1.0,0,0,bajo,0.56,medio
340147953_8374929999_0,340147953,8374929999,0,40.194,residential,40,1,0,0,1,1,3,40.194,0,0,bajo,0.32000000000000006,medio
340147953_340147771_0,340147953,340147771,0,72.7,residential,50,1,0,0,0,1,3,72.7,0,0,bajo,0.44000000000000006,medio
340147955_2264916974_0,340147955,2264916974,0,58.993,residential,50,1,0,0,1,1,2,1.0,0,0,bajo,0.44000000000000006,medio
340147955_2264916976_0,340147955,2264916976,0,82.559,residential,50,1,0,0,1,1,2,1.0,0,0,bajo,0.44000000000000006,medio
340147958_340147887_0,340147958,340147887,0,56.134,primary,50,2,0,0,1,1,2,1.0,0,0,bajo,0.64,alto
340147979_12015677392_0,340147979,12015677392,0,4.663,residential,40,1,0,0,1,1,2,1.0,0,0,bajo,0.32000000000000006,medio
340147979_340147988_0,340147979,340147988,0,95.904,secondary,50,4,0,0,1,1,2,1.0,0,0,bajo,0.56,medio
340147985_340147979_0,340147985,340147979,0,89.205,secondary,50,4,0,0,1,1,2,1.0,0,0,bajo,0.56,medio
340147985_800823834_0,340147985,800823834,0,104.733,residential,40,1,0,0,1,1,2,1.0,0,0,bajo,0.32000000000000006,medio
340147986_340147953_0,340147986,340147953,0,50.687,residential,40,1,0,0,1,1,2,1.0,0,0,bajo,0.32000000000000006,medio
340147986_1374271413_0,340147986,1374271413,0,57.586,residential,50,1,0,0,1,1,2,1.0,0,0,bajo,0.44000000000000006,medio
340147988_130153676_0,340147988,130153676,0,92.833,secondary,50,4,0,0,1,1,2,1.0,0,0,bajo,0.56,medio
340147988_574777507_0,340147988,574777507,0,104.369,residential,40,1,0,0,1,1,2,1.0,0,0,bajo,0.32000000000000006,medio
377640470_4589415268_0,377640470,4589415268,0,5.142,residential,50,1,0,0,1,1,2,1.0,0,0,bajo,0.44000000000000006,medio
377640470_377640975_0,377640470,377640975,0,80.926,primary,50,3,0,0,1,1,2,1.0,0,0,bajo,0.64,alto
377640734_377749724_0,377640734,377749724,0,80.149,primary,50,3,0,0,1,1,2,1.0,0,0,bajo,0.64,alto
377640734_3053918052_0,377640734,3053918052,0,4.757,residential,50,1,0,0,1,1,2,1.0,0,0,bajo,0.44000000000000006,medio
377640928_377640470_0,377640928,377640470,0,113.117,primary,50,3,0,0,1,1,2,1.0,0,0,bajo,0.64,alto
377640928_801436693_0,377640928,801436693,0,21.654,residential,50,1,0,0,1,1,2,1.0,0,0,bajo,0.44000000000000006,medio
377640975_801436689_0,377640975,801436689,0,17.214,residential,50,1,0,0,1,1,2,1.0,0,0,bajo,0.44000000000000006,medio
377647636_1224435523_0,377647636,1224435523,0,18.356,residential,50,1,0,0,1,1,2,1.0,0,0,bajo,0.44000000000000006,medio
377647636_12089480281_0,377647636,12089480281,0,89.801,primary,50,3,0,0,1,1,3,89.801,0,0,bajo,0.64,alto
377651367_559367701_0,377651367,559367701,0,22.71,residential,50,1,0,0,1,1,2,1.0,0,0,bajo,0.44000000000000006,medio
377651367_3266203672_0,377651367,3266203672,0,88.965,primary,50,3,0,0,1,1,3,88.965,0,0,bajo,0.64,alto
377749724_286264718_0,377749724,286264718,0,83.877,primary,50,3,0,0,1,1,2,1.0,0,0,bajo,0.64,alto
377749724_801436664_0,377749724,801436664,0,16.525,residential,50,1,0,0,1,1,2,1.0,0,0,bajo,0.44000000000000006,medio
377751045_559369415_0,377751045,559369415,0,19.918,residential,50,1,0,0,1,1,2,1.0,0,0,bajo,0.44000000000000006,medio
377751045_377640734_0,377751045,377640734,0,68.89,primary,50,3,0,0,1,1,4,68.89,0,0,bajo,0.64,alto
477086493_4589415272_0,477086493,4589415272,0,96.461,residential,50,1,0,0,1,1,2,1.0,0,0,bajo,0.44000000000000006,medio
477086493_801436708_0,477086493,801436708,0,71.153,residential,50,1,0,0,1,1,2,1.0,0,0,bajo,0.44000000000000006,medio
477086495_6345475687_0,477086495,6345475687,0,45.858,residential,50,1,0,0,1,1,2,1.0,0,0,bajo,0.44000000000000006,medio
477086495_801436619_0,477086495,801436619,0,86.144,residential,50,1,0,0,1,1,2,1.0,0,0,bajo,0.44000000000000006,medio
523785530_12031988941_0,523785530,12031988941,0,1.012,residential,50,1,0,0,1,1,2,1.0,0,0,bajo,0.44000000000000006,medio
523785530_1367220304_0,523785530,1367220304,0,62.558,primary,50,2,0,0,1,1,2,1.0,0,0,bajo,0.64,alto
559367701_801436648_0,559367701,801436648,0,101.364,primary,50,3,0,0,1,1,2,1.0,0,0,bajo,0.64,alto
559367701_3053895761_0,559367701,3053895761,0,6.117,residential,50,1,0,0,1,1,2,1.0,0,0,bajo,0.44000000000000006,medio
559367703_130153815_0,559367703,130153815,0,18.359,secondary,50,4,0,0,1,1,2,1.0,0,0,bajo,0.56,medio
559367703_12089480282_0,559367703,12089480282,0,3.559,primary,50,3,0,0,1,1,2,1.0,0,0,bajo,0.64,alto
559369299_801504789_0,559369299,801504789,0,85.87,primary,50,3,0,0,1,1,2,1.0,0,0,bajo,0.64,alto
559369299_7965404674_0,559369299,7965404674,0,3.405,secondary,50,4,0,0,1,1,2,1.0,0,0,bajo,0.56,medio
559369413_377640734_0,559369413,377640734,0,17.23,residential,50,2,0,0,1,1,2,1.0,0,0,bajo,0.44000000000000006,medio
559369413_559369415_0,559369413,559369415,0,69.017,primary,50,3,0,0,1,1,5,69.017,0,0,bajo,0.64,alto
559369415_3053895755_0,559369415,3053895755,0,6.596,residential,50,1,0,0,1,1,2,1.0,0,0,bajo,0.44000000000000006,medio
559369415_559367703_0,559369415,559367703,0,108.029,primary,50,3,0,0,1,1,6,108.029,0,0,bajo,0.64,alto
574777476_6441688404_0,574777476,6441688404,0,31.122,residential,50,1,0,0,1,1,2,1.0,0,0,bajo,0.44000000000000006,medio
574777476_8767342235_0,574777476,8767342235,0,78.374,residential,50,1,0,0,1,1,2,1.0,0,0,bajo,0.44000000000000006,medio
574777487_574777530_0,574777487,574777530,0,89.442,residential,50,1,0,0,1,1,2,1.0,0,0,bajo,0.44000000000000006,medio
574777487_574777570_0,574777487,574777570,0,146.714,residential,50,1,0,0,1,1,2,1.0,0,0,bajo,0.44000000000000006,medio
574777500_8313976711_0,574777500,8313976711,0,40.49,residential,50,1,0,0,1,1,2,1.0,0,0,bajo,0.44000000000000006,medio
574777500_574777476_0,574777500,574777476,0,141.703,residential,50,1,0,0,1,1,2,1.0,0,0,bajo,0.44000000000000006,medio
574777503_574777500_0,574777503,574777500,0,83.365,residential,50,1,0,0,1,1,2,1.0,0,0,bajo,0.44000000000000006,medio
574777503_8370304214_0,574777503,8370304214,0,68.475,secondary,50,2,0,0,1,1,2,1.0,0,0,bajo,0.56,medio
574777507_574777585_0,574777507,574777585,0,95.628,residential,50,2,0,0,1,1,2,1.0,0,0,bajo,0.44000000000000006,medio
574777507_574777503_0,574777507,574777503,0,100.425,residential,40,1,0,0,1,1,2,1.0,0,0,bajo,0.32000000000000006,medio
574777530_1389790796_0,574777530,1389790796,0,141.46,residential,50,1,0,0,1,1,2,1.0,0,0,bajo,0.44000000000000006,medio
574777530_574777542_0,574777530,574777542,0,65.37,residential,50,1,0,0,1,1,2,1.0,0,0,bajo,0.44000000000000006,medio
574777533_574777561_0,574777533,574777561,0,87.424,residential,50,2,0,0,1,1,2,1.0,0,0,bajo,0.44000000000000006,medio
574777533_574777542_0,574777533,574777542,0,143.792,residential,50,1,0,0,1,1,2,1.0,0,0,bajo,0.44000000000000006,medio
574777542_574777558_0,574777542,574777558,0,92.711,residential,50,1,0,0,1,1,2,1.0,0,0,bajo,0.44000000000000006,medio
574777542_6486583394_0,574777542,6486583394,0,43.166,residential,50,1,0,0,1,1,2,1.0,0,0,bajo,0.44000000000000006,medio
574777555_6486583405_0,574777555,6486583405,0,24.901,residential,50,1,0,0,1,1,2,1.0,0,0,bajo,0.44000000000000006,medio
574777555_574777558_0,574777555,574777558,0,139.085,residential,50,1,0,0,1,1,2,1.0,0,0,bajo,0.44000000000000006,medio
574777558_574777561_0,574777558,574777561,0,144.87,residential,50,1,0,0,1,1,2,1.0,0,0,bajo,0.44000000000000006,medio
574777561_574777519_0,574777561,574777519,0,102.974,residential,50,2,0,0,1,1,2,1.0,0,0,bajo,0.44000000000000006,medio
574777570_574777500_0,574777570,574777500,0,102.51,residential,50,1,0,0,1,1,2,1.0,0,0,bajo,0.44000000000000006,medio
574777570_574777582_0,574777570,574777582,0,85.291,residential,50,1,0,0,1,1,2,1.0,0,0,bajo,0.44000000000000006,medio
574777579_1374247006_0,574777579,1374247006,0,16.175,residential,50,1,0,0,1,1,2,1.0,0,0,bajo,0.44000000000000006,medio
574777582_574777585_0,574777582,574777585,0,99.147,residential,40,1,0,0,1,1,2,1.0,0,0,bajo,0.32000000000000006,medio
574777582_8370304208_0,574777582,8370304208,0,52.875,secondary,50,2,0,0,1,1,2,1.0,0,0,bajo,0.56,medio
574777585_800823834_0,574777585,800823834,0,91.629,residential,50,2,0,0,1,1,2,1.0,0,0,bajo,0.44000000000000006,medio
574777585_340147979_0,574777585,340147979,0,105.328,residential,40,1,0,0,1,1,2,1.0,0,0,bajo,0.32000000000000006,medio
800822646_340147928_0,800822646,340147928,0,100.952,residential,40,1,0,0,1,1,2,1.0,0,0,bajo,0.32000000000000006,medio
800822646_8370811074_0,800822646,8370811074,0,58.884,residential,50,1,0,0,1,1,2,1.0,0,0,bajo,0.44000000000000006,medio
800822788_2264916977_0,800822788,2264916977,0,81.821,residential,50,1,0,0,1,1,2,1.0,0,0,bajo,0.44000000000000006,medio
800822788_800825749_0,800822788,800825749,0,93.572,residential,50,1,0,0,1,1,2,1.0,0,0,bajo,0.44000000000000006,medio
800822890_340147773_0,800822890,340147773,0,91.491,residential,50,1,0,0,1,1,2,1.0,0,0,bajo,0.44000000000000006,medio
800822890_8370811076_0,800822890,8370811076,0,32.273,residential,50,1,0,0,1,1,2,1.0,0,0,bajo,0.44000000000000006,medio
800822900_2264916975_0,800822900,2264916975,0,63.046,residential,50,1,0,0,1,1,2,1.0,0,0,bajo,0.44000000000000006,medio
800822900_800823211_0,800822900,800823211,0,93.129,residential,50,2,0,0,1,1,2,1.0,0,0,bajo,0.44000000000000006,medio
800823159_800822890_0,800823159,800822890,0,81.069,residential,50,1,0,0,1,1,2,1.0,0,0,bajo,0.44000000000000006,medio
800823159_800822646_0,800823159,800822646,0,105.145,residential,40,1,0,0,1,1,3,105.145,0,0,bajo,0.32000000000000006,medio
800823211_2264916976_0,800823211,2264916976,0,61.666,residential,50,1,0,0,1,1,2,1.0,0,0,bajo,0.44000000000000006,medio
800823211_2264916974_0,800823211,2264916974,0,82.387,residential,50,2,0,0,1,1,2,1.0,0,0,bajo,0.44000000000000006,medio
800823261_800825172_0,800823261,800825172,0,82.433,residential,50,1,0,0,1,1,2,1.0,0,0,bajo,0.44000000000000006,medio
800823261_2005884833_0,800823261,2005884833,0,83.312,residential,50,1,0,0,1,1,2,1.0,0,0,bajo,0.44000000000000006,medio
800823499_800823211_0,800823499,800823211,0,107.777,residential,50,1,0,0,1,1,2,1.0,0,0,bajo,0.44000000000000006,medio
800823499_8370811077_0,800823499,8370811077,0,32.367,residential,50,1,0,0,1,1,2,1.0,0,0,bajo,0.44000000000000006,medio
800823575_8374929985_0,800823575,8374929985,0,78.084,residential,50,1,0,0,1,1,2,1.0,0,0,bajo,0.44000000000000006,medio
800823575_8371097643_0,800823575,8371097643,0,80.048,residential,50,1,0,0,1,1,2,1.0,0,0,bajo,0.44000000000000006,medio
800823615_291260313_0,800823615,291260313,0,101.007,residential,40,1,0,0,1,1,2,1.0,0,0,bajo,0.32000000000000006,medio
800823615_6348471508_0,800823615,6348471508,0,56.472,secondary,50,2,0,0,1,1,3,56.472,0,0,bajo,0.56,medio
800823631_800823903_0,800823631,800823903,0,93.524,residential,50,1,0,0,1,1,2,1.0,0,0,bajo,0.44000000000000006,medio
800823631_1934657349_0,800823631,1934657349,0,75.785,residential,50,2,0,0,1,1,2,1.0,0,0,bajo,0.44000000000000006,medio
800823827_800824075_0,800823827,800824075,0,74.966,residential,50,2,0,0,1,1,2,1.0,0,0,bajo,0.44000000000000006,medio
800823827_340147877_0,800823827,340147877,0,120.937,cycleway,50,1,0,1,1,1,2,1.0,0,0,bajo,0.5,medio
800823834_291260313_0,800823834,291260313,0,80.318,residential,50,2,0,0,1,1,2,1.0,0,0,bajo,0.44000000000000006,medio
800823834_338165500_0,800823834,338165500,0,100.976,residential,40,1,0,0,1,1,2,1.0,0,0,bajo,0.32000000000000006,medio
800823903_8374031430_0,800823903,8374031430,0,76.288,residential,50,1,0,0,1,1,2,1.0,0,0,bajo,0.44000000000000006,medio
800823903_340147856_0,800823903,340147856,0,70.307,residential,50,2,0,0,1,1,3,70.307,0,0,bajo,0.44000000000000006,medio
800824075_340147877_0,800824075,340147877,0,45.974,residential,50,2,0,0,1,1,2,1.0,0,0,bajo,0.44000000000000006,medio
800824442_1441466404_0,800824442,1441466404,0,129.76,primary,50,2,0,0,1,1,2,1.0,0,0,bajo,0.64,alto
800824442_4790199262_0,800824442,4790199262,0,5.456,residential,50,2,0,0,1,1,2,1.0,0,0,bajo,0.44000000000000006,medio
800825121_800825395_0,800825121,800825395,0,74.602,residential,50,1,0,0,1,1,2,1.0,0,0,bajo,0.44000000000000006,medio
800825121_800825734_0,800825121,800825734,0,121.46,residential,40,1,0,0,1,1,2,1.0,0,0,bajo,0.32000000000000006,medio
800825172_800825121_0,800825172,800825121,0,78.939,residential,50,1,0,0,1,1,2,1.0,0,0,bajo,0.44000000000000006,medio
800825172_800825471_0,800825172,800825471,0,94.949,residential,50,1,0,0,1,1,2,1.0,0,0,bajo,0.44000000000000006,medio
800825269_800825411_0,800825269,800825411,0,74.777,residential,50,2,0,0,1,1,2,1.0,0,0,bajo,0.44000000000000006,medio
800825269_8374031439_0,800825269,8374031439,0,38.868,residential,50,1,0,0,1,1,2,1.0,0,0,bajo,0.44000000000000006,medio
800825395_800825777_0,800825395,800825777,0,119.585,residential,50,1,0,0,1,1,2,1.0,0,0,bajo,0.44000000000000006,medio
800825411_800825471_0,800825411,800825471,0,78.921,residential,50,2,0,0,1,1,2,1.0,0,0,bajo,0.44000000000000006,medio
800825411_800825121_0,800825411,800825121,0,95.549,residential,40,1,0,0,1,1,2,1.0,0,0,bajo,0.32000000000000006,medio
800825471_800825749_0,800825471,800825749,0,83.571,residential,50,2,0,0,1,1,2,1.0,0,0,bajo,0.44000000000000006,medio
800825471_2264916977_0,800825471,2264916977,0,93.018,residential,50,1,0,0,1,1,2,1.0,0,0,bajo,0.44000000000000006,medio
800825734_1934657349_0,800825734,1934657349,0,93.656,residential,40,1,0,0,1,1,2,1.0,0,0,bajo,0.32000000000000006,medio
800825734_8374031429_0,800825734,8374031429,0,33.147,residential,50,1,0,0,1,1,2,1.0,0,0,bajo,0.44000000000000006,medio
800825749_8375271474_0,800825749,8375271474,0,76.705,residential,50,2,0,0,1,1,2,1.0,0,0,bajo,0.44000000000000006,medio
800825749_800823261_0,800825749,800823261,0,94.438,residential,50,1,0,0,1,1,2,1.0,0,0,bajo,0.44000000000000006,medio
800825777_800825734_0,800825777,800825734,0,74.339,residential,50,1,0,0,1,1,2,1.0,0,0,bajo,0.44000000000000006,medio
800825777_1934657350_0,800825777,1934657350,0,94.918,residential,50,1,0,0,1,1,2,1.0,0,0,bajo,0.44000000000000006,medio
801436608_801436644_0,801436608,801436644,0,74.796,residential,50,1,0,0,1,1,2,1.0,0,0,bajo,0.44000000000000006,medio
801436608_801436638_0,801436608,801436638,0,96.189,residential,50,1,0,0,1,1,2,1.0,0,0,bajo,0.44000000000000006,medio
801436610_801436642_0,801436610,801436642,0,94.051,residential,50,1,0,0,1,1,2,1.0,0,0,bajo,0.44000000000000006,medio
801436610_1975868134_0,801436610,1975868134,0,89.903,residential,50,1,0,0,1,1,2,1.0,0,0,bajo,0.44000000000000006,medio
801436612_801436661_0,801436612,801436661,0,79.797,residential,50,1,0,0,1,1,2,1.0,0,0,bajo,0.44000000000000006,medio
801436612_801436622_0,801436612,801436622,0,94.04599999999999,pedestrian,50,1,0,0,1,1,3,94.04599999999999,0,0,bajo,0.56,medio
801436613_6345475685_0,801436613,6345475685,0,77.362,residential,50,1,0,0,1,1,2,1.0,0,0,bajo,0.44000000000000006,medio
801436613_8785175087_0,801436613,8785175087,0,53.743,residential,50,1,0,0,1,1,2,1.0,0,0,bajo,0.44000000000000006,medio
801436614_801436702_0,801436614,801436702,0,96.231,residential,50,2,0,0,1,1,2,1.0,0,0,bajo,0.44000000000000006,medio
801436614_801436677_0,801436614,801436677,0,84.283,residential,50,1,0,0,1,1,2,1.0,0,0,bajo,0.44000000000000006,medio
801436619_1394317030_0,801436619,1394317030,0,34.259,residential,50,1,0,0,1,1,2,1.0,0,0,bajo,0.44000000000000006,medio
801436619_801436610_0,801436619,801436610,0,93.247,residential,50,1,0,0,1,1,2,1.0,0,0,bajo,0.44000000000000006,medio
801436622_6492906175_0,801436622,6492906175,0,73.037,residential,50,1,0,0,1,1,2,1.0,0,0,bajo,0.44000000000000006,medio
801436622_801436625_0,801436622,801436625,0,93.327,residential,50,2,0,0,1,1,2,1.0,0,0,bajo,0.44000000000000006,medio
801436623_801436614_0,801436623,801436614,0,88.285,residential,50,2,0,0,1,1,3,88.285,0,0,bajo,0.44000000000000006,medio
801436623_801436633_0,801436623,801436633,0,108.47,residential,50,1,0,0,1,1,3,108.47,0,0,bajo,0.44000000000000006,medio
801436625_801436635_0,801436625,801436635,0,81.786,residential,50,1,0,0,1,1,2,1.0,0,0,bajo,0.44000000000000006,medio
